    RA(°)      Dec      Pos      Distance(kpc)  
      8.43801     -73.0672      -91.122893       1.2484546
      8.43988     -73.7213      -119.65566       1.3818190
      8.45922     -73.3015      -101.98823       1.2526194
      8.45994     -69.8173      -24.352843       3.5693240
      8.46327     -72.4883      -66.418098       1.3987537
      8.48640     -74.8606      -148.85067       2.1395564
      8.49417     -72.2095      -56.935710       1.5419061
      8.49927     -71.8115      -46.701948       1.8117781
      8.50045     -73.3392      -103.79629       1.2466696
      8.50394     -73.5141      -111.58113       1.2876130
      8.52845     -70.5629      -29.166109       2.8651337
      8.53228     -74.4615      -141.82471       1.8165141
      8.53333     -72.5099      -66.815286       1.3698125
      8.53776     -74.0617      -131.72297       1.5398697
      8.53824     -71.0448      -33.992482       2.4318573
      8.53990     -74.2461      -136.82845       1.6600627
      8.54153     -72.3467      -60.962963       1.4503744
      8.54360     -74.5530      -143.78011       1.8840535
      8.54693     -71.8220      -46.577420       1.7938553
      8.55123     -71.4912      -40.213819       2.0513754
      8.55446     -71.8425      -46.975649       1.7769871
      8.56565     -73.8713      -125.78363       1.4235775
      8.58769     -71.2773      -36.668703       2.2228705
      8.59362     -72.4138      -62.937188       1.4009194
      8.59403     -74.6222      -145.42798       1.9295753
      8.60712     -74.9936      -151.50197       2.2336561
      8.60931     -73.7227      -120.59845       1.3393550
      8.61236     -71.5748      -41.207928       1.9720732
      8.62204     -70.7621      -30.402394       2.6703283
      8.62241     -74.3122      -139.01003       1.6902212
      8.62408     -72.4931      -65.645528       1.3532616
      8.63686     -70.9865      -32.654267       2.4672761
      8.65336     -73.7328      -121.23227       1.3328962
      8.66225     -73.7918      -123.51216       1.3591349
      8.68774     -74.4453      -142.47731       1.7762158
      8.69421     -72.5841      -68.792341       1.2930333
      8.69629     -74.2932      -139.03656       1.6623590
      8.69739     -73.8344      -125.27788       1.3724886
      8.73026     -74.4908      -143.71813       1.8036090
      8.73444     -71.3267      -36.325433       2.1552545
      8.73826     -70.8412      -30.430433       2.5815560
      8.74755     -73.1361      -94.350330       1.1561013
      8.74930     -72.4275      -62.406724       1.3531099
      8.76758     -74.3759      -141.47095       1.7095005
      8.77694     -73.2482      -99.987111       1.1542778
      8.78092     -69.9219      -23.224489       3.4319274
      8.78615     -74.1968      -137.18080       1.5766627
